 | 22    | 41  | 65535 | 65535 | 65535 | 65535 | 1    | 16.297   | -0.45668   | 
 | 22    | 42  | 65535 | 65535 | 65535 | 65535 | 1    | 1.1914   | -0.44679   | 
 | 22    | 43  | 65535 | 65535 | 65535 | 65535 | 1    | 0.58301  | -0.32685   | 
 | 22    | 44  | 65535 | 65535 | 65535 | 65535 | 1    | 0.84131  | -0.41072   | 
 | 3222  | 45  | 65535 | 65535 | 65535 | 65535 | 1    | 22.625   | 0.43435    | 
 | -3222 | 46  | 65535 | 65535 | 65535 | 65535 | 1    | 13.719   | 0.39767    | 
 | 3112  | 47  | 65535 | 65535 | 65535 | 65535 | 1    | 2.4102   | 0.22433    | 
 | 211   | 48  | 65535 | 65535 | 65535 | 65535 | 1    | 6.3789   | 0.46484    | 
 | 22    | 49  | 65535 | 65535 | 65535 | 65535 | 1    | 0.15088  | 0.69253    | 
 | 22    | 50  | 65535 | 65535 | 65535 | 65535 | 1    | 0.25684  | 0.39479    | 
 | 22    | 51  | 65535 | 65535 | 65535 | 65535 | 1    | 0.13306  | 0.6625     | 
 | 22    | 52  | 65535 | 65535 | 65535 | 65535 | 1    | 0.81885  | 0.39021    | 
 | 22    | 53  | 65535 | 65535 | 65535 | 65535 | 1    | 1.3516   | 0.51509    | 
 | 211   | 54  | 65535 | 65535 | 65535 | 65535 | 1    | 2.4277   | 0.31472    | 
 | -211  | 55  | 65535 | 65535 | 65535 | 65535 | 1    | 0.31812  | -0.51097   | 
 | 2212  | 56  | 65535 | 65535 | 65535 | 65535 | 1    | 1.3662   | -0.46498   | 
 | -211  | 57  | 65535 | 65535 | 65535 | 65535 | 1    | 0.4043   | 0.5081     | 
 | -211  | 58  | 65535 | 65535 | 65535 | 65535 | 1    | 0.36816  | -0.74622   | 
 | 310   | 59  | 65535 | 65535 | 65535 | 65535 | 1    | 1.6777   | 0.089948   | 
 | 310   | 60  | 65535 | 65535 | 65535 | 65535 | 1    | 0.45337  | 0.73771    | 
 | 22    | 61  | 65535 | 65535 | 65535 | 65535 | 1    | 0.16052  | -0.027284  | 
 | 22    | 62  | 65535 | 65535 | 65535 | 65535 | 1    | 0.82666  | 0.15766    | 
 | -211  | 63  | 65535 | 65535 | 65535 | 65535 | 1    | 0.41626  | 0.62463    | 
 | 22    | 64  | 65535 | 65535 | 65535 | 65535 | 1    | 0.4812   | 0.65334    | 
 | 22    | 65  | 65535 | 65535 | 65535 | 65535 | 1    | 0.077881 | 0.26862    | 
 | 22    | 66  | 65535 | 65535 | 65535 | 65535 | 1    | 0.069641 | -0.81594   | 
 | 22    | 67  | 65535 | 65535 | 65535 | 65535 | 1    | 0.046936 | 0.60445    | 
 | 211   | 68  | 65535 | 65535 | 65535 | 65535 | 1    | 0.42017  | -1.0331    | 
 | 22    | 69  | 65535 | 65535 | 65535 | 65535 | 1    | 0.28394  | -0.093204  | 
 | 22    | 70  | 65535 | 65535 | 65535 | 65535 | 1    | 0.044281 | -0.031678  | 
 | -211  | 71  | 65535 | 65535 | 65535 | 65535 | 1    | 0.48267  | -0.89652   | 
 | 22    | 72  | 65535 | 65535 | 65535 | 65535 | 1    | 0.33496  | -0.054384  | 
 | 22    | 73  | 65535 | 65535 | 65535 | 65535 | 1    | 1.665    | -0.30744   | 
 | 22    | 74  | 65535 | 65535 | 65535 | 65535 | 1    | 0.2345   | -0.29426   | 
 | 22    | 75  | 65535 | 65535 | 65535 | 65535 | 1    | 1.5166   | -0.31239   | 
 | -211  | 76  | 65535 | 65535 | 65535 | 65535 | 1    | 0.85986  | -0.022075  | 
 | -3112 | 77  | 65535 | 65535 | 65535 | 65535 | 1    | 1.8994   | 0.70367    | 
 | -211  | 78  | 65535 | 65535 | 65535 | 65535 | 1    | 1.1719   | -0.0097734 | 
 | 211   | 79  | 65535 | 65535 | 65535 | 65535 | 1    | 0.23706  | 1.2662     | 
 | 22    | 80  | 65535 | 65535 | 65535 | 65535 | 1    | 1.1387   | 1.0862     | 
 | 22    | 81  | 65535 | 65535 | 65535 | 65535 | 1    | 1.7646   | 0.12323    | 
 | -211  | 82  | 65535 | 65535 | 65535 | 65535 | 1    | 1.0479   | 0.39164    | 
 | 22    | 83  | 65535 | 65535 | 65535 | 65535 | 1    | 0.11517  | 0.69655    | 
 | 22    | 84  | 65535 | 65535 | 65535 | 65535 | 1    | 0.04425  | 0.61672    | 
 | 211   | 85  | 65535 | 65535 | 65535 | 65535 | 1    | 2.1543   | -0.97701   | 
 | 211   | 86  | 65535 | 65535 | 65535 | 65535 | 1    | 1.0244   | 0.041026   | 
 | -211  | 87  | 65535 | 65535 | 65535 | 65535 | 1    | 3.1484   | -1.1343    | 
 | -3112 | 88  | 65535 | 65535 | 65535 | 65535 | 1    | 2.0996   | -0.89651   | 
 | 130   | 89  | 65535 | 65535 | 65535 | 65535 | 1    | 1.5312   | -0.78747   | 
 | 211   | 90  | 65535 | 65535 | 65535 | 65535 | 1    | 1.2188   | 0.9223     | 
 | 22    | 91  | 65535 | 65535 | 65535 | 65535 | 1    | 0.323    | 0.88076    | 
 | 22    | 92  | 65535 | 65535 | 65535 | 65535 | 1    | 0.074341 | 0.33839    | 
 | 22    | 93  | 65535 | 65535 | 65535 | 65535 | 1    | 0.067444 | 0.29865    | 
 | 22    | 94  | 65535 | 65535 | 65535 | 65535 | 1    | 0.036469 | 1.0324     | 
 | 22    | 95  | 65535 | 65535 | 65535 | 65535 | 1    | 0.034027 | -0.2981    | 
 | 22    | 96  | 65535 | 65535 | 65535 | 65535 | 1    | 0.023499 | -0.25819   | 
 ------------------------------------------------------------------------------
N_gp = 67
 -----------------------------------------------------------------------------
 | id    | ind | d1    | d2    | mo1   | mo2   | stat | pt       | eta       | 
 -----------------------------------------------------------------------------
 | 1     | 0   | 2     | 3     | 65535 | 65535 | 21   |    0     | 23334     | 
 | 21    | 1   | 2     | 3     | 65535 | 65535 | 21   |    0     | -22829    | 
 | -6    | 2   | 6     | 7     | 0     | 1     | 22   | 17.572   | 3.3146    | 
 | 5     | 3   | 65535 | 65535 | 0     | 1     | 23   | 4.6531   | -2.5882   | 
 | 2     | 4   | 65535 | 65535 | 0     | 1     | 23   | 16.331   | 3.6284    | 
 | 21    | 5   | 65535 | 65535 | 0     | 1     | 23   | 9.9436   | -1.05     | 
 | -5    | 6   | 65535 | 65535 | 2     | 65535 | 23   | 69.632   | 1.0546    | 
 | -24   | 7   | 8     | 9     | 2     | 65535 | 22   | 61.817   | 1.6219    | 
 | -16   | 8   | 65535 | 65535 | 7     | 65535 | 1    | 67.81    |  1        | 
 | 15    | 9   | 65535 | 65535 | 7     | 65535 | 2    | 30.341   | 1.5772    | 
 | -211  | 10  | 65535 | 65535 | 65535 | 65535 | 1    | 2.0547   | 0.99531   | 
 | -211  | 11  | 65535 | 65535 | 65535 | 65535 | 1    | 0.49878  | 1.3118    | 
 | -2212 | 12  | 65535 | 65535 | 65535 | 65535 | 1    | 1.418    | 0.93565   | 
 | 310   | 13  | 65535 | 65535 | 65535 | 65535 | 1    | 3.6113   | 0.93672   | 
 | 13    | 14  | 65535 | 65535 | 65535 | 65535 | 1    | 26.094   | 1.0408    | 
 | 22    | 15  | 65535 | 65535 | 65535 | 65535 | 1    | 0.044769 | 1.1726    | 
 | 22    | 16  | 65535 | 65535 | 65535 | 65535 | 1    | 1.4189   | 0.97342   | 
 | 22    | 17  | 65535 | 65535 | 65535 | 65535 | 1    | 1.6484   | 0.98624   | 
 | 22    | 18  | 65535 | 65535 | 65535 | 65535 | 1    | 0.2627   | 1.0965    | 
 | 211   | 19  | 65535 | 65535 | 65535 | 65535 | 1    | 1.6992   | 1.0693    | 
 | -211  | 20  | 65535 | 65535 | 65535 | 65535 | 1    | 4.0703   | 1.1327    | 
 | 211   | 21  | 65535 | 65535 | 65535 | 65535 | 1    | 1.6709   | 1.3768    | 
 | 22    | 22  | 65535 | 65535 | 65535 | 65535 | 1    | 2.123    | 1.1042    | 
 | 22    | 23  | 65535 | 65535 | 65535 | 65535 | 1    | 1.1523   | 1.0663    | 
 | 22    | 24  | 65535 | 65535 | 65535 | 65535 | 1    | 0.57422  | 0.93515   | 
 | 22    | 25  | 65535 | 65535 | 65535 | 65535 | 1    | 1.3301   | 1.0071    | 
 | 13    | 26  | 65535 | 65535 | 65535 | 65535 | 1    | 13.797   | 1.6015    | 
 | 3222  | 27  | 65535 | 65535 | 65535 | 65535 | 1    | 8.2812   | 3.7369    | 
 | 211   | 28  | 65535 | 65535 | 65535 | 65535 | 1    | 1.3613   | 3.7438    | 
 | -211  | 29  | 65535 | 65535 | 65535 | 65535 | 1    | 0.28857  | 3.5913    | 
 | -3312 | 30  | 65535 | 65535 | 65535 | 65535 | 1    | 1.2803   | 4.1252    | 
 | 22    | 31  | 65535 | 65535 | 65535 | 65535 | 1    | 0.096252 | 3.474     | 
 | 22    | 32  | 65535 | 65535 | 65535 | 65535 | 1    | 0.36938  | 3.4939    | 
 | 22    | 33  | 65535 | 65535 | 65535 | 65535 | 1    | 0.46704  | 3.418     | 
 | 22    | 34  | 65535 | 65535 | 65535 | 65535 | 1    | 0.33765  | 3.9068    | 
 | 22    | 35  | 65535 | 65535 | 65535 | 65535 | 1    | 0.25     | 3.5143    | 
 | 2212  | 36  | 65535 | 65535 | 65535 | 65535 | 1    | 1.2539   | 0.74934   | 
 | 22    | 37  | 65535 | 65535 | 65535 | 65535 | 1    | 0.15002  | 0.63741   | 
 | 22    | 38  | 65535 | 65535 | 65535 | 65535 | 1    | 0.037445 | 0.65517   | 
 | 22    | 39  | 65535 | 65535 | 65535 | 65535 | 1    | 0.10278  | 0.58101   | 
 | 22    | 40  | 65535 | 65535 | 65535 | 65535 | 1    | 0.098694 | 0.93057   | 
 | -211  | 41  | 65535 | 65535 | 65535 | 65535 | 1    | 0.31738  | 3.6382    | 
 | -211  | 42  | 65535 | 65535 | 65535 | 65535 | 1    | 1.1299   | 3.3451    | 
 | -211  | 43  | 65535 | 65535 | 65535 | 65535 | 1    | 0.22009  | 3.3866    | 
 | 130   | 44  | 65535 | 65535 | 65535 | 65535 | 1    | 1.0986   | 3.022     | 
 | -211  | 45  | 65535 | 65535 | 65535 | 65535 | 1    | 0.30762  | 3.48      | 
 | 22    | 46  | 65535 | 65535 | 65535 | 65535 | 1    | 0.63232  | 3.313     | 
 | 22    | 47  | 65535 | 65535 | 65535 | 65535 | 1    | 0.52832  | 3.5395    | 
 | 22    | 48  | 65535 | 65535 | 65535 | 65535 | 1    | 0.20569  | 3.5524    | 
